V01;2;G01.001;F;B;L;O;X;[1,50];f
V01;3;G01.002;O;;;;X;[1,50];
V01;4;G01.003;F;;;;X;[1,50];
V01;5;G02.001;F;B;L;F;X;[1,50];
V01;6;G02.003;F;;;;X;[1,50];
V01;7;G02.004;O;;;;X;[1,50];
V01;8;G03.001;F;B;L;O;X;[1,50];
V01;9;G03.002;O;;;;X;[1,50];
V01;10;G03.003;F;E;;;X;[1,50];
V01;11;G02.005;F;E;;;X;[1,50];
V01;12;G04.001;F;B;L;O;X;[1,50];
V01;13;G04.002;O;;;;X;[1,50];
V01;14;G05.001;F;B;L;F;X;[1,50];
V01;15;G05.002;O;;;;X;[1,50];
V01;16;G05.003;F;EE;;;X;[1,50];
V01;17;G01.004;F;E;;;X;[1,50];
